CPI_Target_Plan;CDR_SSDV_S0_Plan;Weight_S2_Plan;Non-Critical_Error_Target_Plan;CDR_DTR_Plan;CDR_SSDV_S1_Plan;CDR_SDD_Plan;Weight_Plan;FRR_SST_Plan;CDR_SL_Plan;Drag_Coef_Plan;BurnRate_Planned_S1;Critical_Error_Target_Plan;BurnRate_Planned_S0;BurnRate_Planned_S3;BurnRate_Planned_S2;CDR_SSDV_S3_Plan;Budget_Planned_Total;Budget_Planned_S1;CostVar_Plan;Budget_Planned_S0;Budget_Planned_S3;Budget_Planned_S2;CDR_VVSIL_Plan;SchedVar_Plan;CDR_ED_Plan;SPI_Target_Plan;PropulsionEff_Plan;Weight_S1_Plan;Range_Plan;BurnRate_Planned_Total;CDR_SSDV_S2_Plan;
1.0;99.29100000000003;2476.598399999879;100.16499999999947;99.0;99.29100000000003;99.0;9786.67839999932;55.0;99.0;0.029820079999999763;1.41;4.036500000000013;1.33;0.52;3.52;101.00000000000148;200.0;40.0;0.0;40.0;15.0;100.0;99.0;0.0;91.30000000000204;1.0;0.3274;7360.080000000176;5212.83260000002;6.78;99.65899999999924;
1.0;99.40100000000002;2476.6931999998787;100.16499999999947;99.0;99.40100000000002;99.0;9787.03319999932;55.0;100.0;0.029821589999999763;1.41;4.036500000000013;1.33;0.52;3.52;101.12000000000148;200.0;40.0;0.0;40.0;15.0;100.0;99.0;0.0;91.39000000000205;1.0;0.3274;7360.340000000177;5212.6670000000195;6.78;99.65999999999924;
1.0;0.0;2476.720699999879;100.16499999999947;99.0;0.0;99.0;9787.162699999319;55.0;100.0;0.029823099999999762;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;99.0;0.0;0.0;1.0;0.3274;7360.442000000176;5212.50170000002;6.78;0.0;
1.0;0.0;2476.748199999879;100.16499999999947;100.0;0.0;99.0;9787.292199999318;55.0;0.0;0.029824609999999762;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;99.0;0.0;0.0;1.0;0.3274;7360.544000000176;5212.33640000002;6.78;0.0;
1.0;0.0;2476.775699999879;100.16499999999947;100.0;0.0;99.0;9787.421699999317;55.0;0.0;0.02982611999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;99.0;0.0;0.0;1.0;0.3274;7360.646000000176;5212.1711000000205;6.78;0.0;
1.0;0.0;2476.8031999998793;100.16499999999947;0.0;0.0;99.0;9787.551199999316;55.0;0.0;0.02982762999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;99.0;0.0;0.0;1.0;0.3274;7360.748000000176;5212.005800000021;6.78;0.0;
1.0;0.0;2476.8306999998795;100.16499999999947;0.0;0.0;99.0;9787.680699999315;55.0;0.0;0.02982913999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;99.0;0.0;0.0;1.0;0.3274;7360.850000000176;5211.840500000021;6.78;0.0;
1.0;0.0;2476.8581999998796;100.16499999999947;0.0;0.0;99.0;9787.810199999314;55.0;0.0;0.02983064999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;100.0;0.0;0.0;1.0;0.3274;7360.952000000176;5211.6752000000215;6.78;0.0;
1.0;0.0;2476.8856999998798;100.16499999999947;0.0;0.0;99.0;9787.939699999313;55.0;0.0;0.02983215999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;100.0;0.0;0.0;1.0;0.3274;7361.054000000176;5211.509900000022;6.78;0.0;
1.0;0.0;2476.91319999988;100.16499999999947;0.0;0.0;99.0;9788.069199999312;55.0;0.0;0.02983366999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7361.1560000001755;5211.344600000022;6.78;0.0;
1.0;0.0;2476.94069999988;100.16499999999947;0.0;0.0;99.0;9788.198699999311;55.0;0.0;0.02983517999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7361.258000000175;5211.1793000000225;6.78;0.0;
1.0;0.0;2476.96819999988;100.16499999999947;0.0;0.0;99.0;9788.32819999931;55.0;0.0;0.02983668999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7361.360000000175;5211.014000000023;6.78;0.0;
1.0;0.0;2476.9956999998803;100.16499999999947;0.0;0.0;99.0;9788.45769999931;55.0;0.0;0.02983819999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7361.462000000175;5210.848700000023;6.78;0.0;
1.0;0.0;2477.0231999998805;100.16499999999947;0.0;0.0;99.0;9788.587199999309;55.0;0.0;0.02983970999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7361.564000000175;5210.6834000000235;6.78;0.0;
1.0;0.0;2477.0506999998806;100.16499999999947;0.0;0.0;99.0;9788.716699999308;55.0;0.0;0.02984121999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7361.666000000175;5210.518100000024;6.78;0.0;
1.0;0.0;2477.078199999881;100.16499999999947;0.0;0.0;99.0;9788.846199999307;55.0;0.0;0.02984272999999976;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7361.768000000175;5210.352800000024;6.78;0.0;
1.0;0.0;2477.105699999881;100.16499999999947;0.0;0.0;99.0;9788.975699999306;55.0;0.0;0.029844239999999758;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7361.8700000001745;5210.187500000025;6.78;0.0;
1.0;0.0;2477.133199999881;100.16499999999947;0.0;0.0;99.0;9789.105199999305;55.0;0.0;0.029845749999999758;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7361.972000000174;5210.022200000025;6.78;0.0;
1.0;0.0;2477.160699999881;100.16499999999947;0.0;0.0;99.0;9789.234699999304;55.0;0.0;0.029847259999999758;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.074000000174;5209.856900000025;6.78;0.0;
1.0;0.0;2477.1881999998814;100.16499999999947;0.0;0.0;99.0;9789.364199999303;55.0;0.0;0.029848769999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.176000000174;5209.691600000026;6.78;0.0;
1.0;0.0;2477.2156999998815;100.16499999999947;0.0;0.0;99.0;9789.493699999302;55.0;0.0;0.029850279999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.278000000174;5209.526300000026;6.78;0.0;
1.0;0.0;2477.2431999998817;100.16499999999947;0.0;0.0;100.0;9789.623199999302;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.380000000174;5209.361000000026;6.78;0.0;
1.0;0.0;2477.270699999882;100.16499999999947;0.0;0.0;100.0;9789.7526999993;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.482000000174;5209.195700000027;6.78;0.0;
1.0;0.0;2477.298199999882;100.16499999999947;0.0;0.0;0.0;9789.8821999993;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.584000000174;5209.030400000027;6.78;0.0;
1.0;0.0;2477.325699999882;100.16499999999947;0.0;0.0;0.0;9790.011699999299;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.686000000173;5208.865100000027;6.78;0.0;
1.0;0.0;2477.3531999998822;100.16499999999947;0.0;0.0;0.0;9790.141199999298;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.788000000173;5208.699800000028;6.78;0.0;
1.0;0.0;2477.3806999998824;100.16499999999947;0.0;0.0;0.0;9790.270699999297;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.890000000173;5208.534500000028;6.78;0.0;
1.0;0.0;2477.4081999998825;100.16499999999947;0.0;0.0;0.0;9790.400199999296;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7362.992000000173;5208.369200000028;6.78;0.0;
1.0;0.0;2477.4356999998827;100.16499999999947;0.0;0.0;0.0;9790.529699999295;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7363.094000000173;5208.203900000029;6.78;0.0;
1.0;0.0;2477.463199999883;100.16499999999947;0.0;0.0;0.0;9790.659199999294;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7363.196000000173;5208.038600000029;6.78;0.0;
1.0;0.0;2477.490699999883;100.16499999999947;0.0;0.0;0.0;9790.788699999293;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7363.298000000173;5207.873300000029;6.78;0.0;
1.0;0.0;2477.518199999883;100.16499999999947;0.0;0.0;0.0;9790.918199999292;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7363.400000000172;5207.70800000003;6.78;0.0;
1.0;0.0;2477.5456999998833;100.16499999999947;0.0;0.0;0.0;9791.047699999292;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7363.502000000172;5207.64780000003;6.78;0.0;
1.0;0.0;2477.5731999998834;100.16499999999947;0.0;0.0;0.0;9791.17719999929;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7363.604000000172;5207.58760000003;6.78;0.0;
1.0;0.0;2477.6006999998835;100.16499999999947;0.0;0.0;0.0;9791.30669999929;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7363.706000000172;5207.52740000003;6.78;0.0;
1.0;0.0;2477.6281999998837;100.16499999999947;0.0;0.0;0.0;9791.436199999289;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7363.808000000172;5207.46720000003;6.78;0.0;
1.0;0.0;2477.655699999884;100.16499999999947;0.0;0.0;0.0;9791.565699999288;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7363.910000000172;5207.40700000003;6.78;0.0;
1.0;0.0;2477.683199999884;100.16499999999947;0.0;0.0;0.0;9791.695199999287;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.012000000172;5207.34680000003;6.78;0.0;
1.0;0.0;2477.710699999884;100.16499999999947;0.0;0.0;0.0;9791.824699999286;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.1140000001715;5207.28660000003;6.78;0.0;
1.0;0.0;2477.7381999998843;100.16499999999947;0.0;0.0;0.0;9791.954199999285;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.216000000171;5207.2264000000305;6.78;0.0;
1.0;0.0;2477.7656999998844;100.16499999999947;0.0;0.0;0.0;9792.083699999284;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.318000000171;5207.166200000031;6.78;0.0;
1.0;0.0;2477.7931999998846;100.16499999999947;0.0;0.0;0.0;9792.213199999283;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.420000000171;5207.106000000031;6.78;0.0;
1.0;0.0;2477.8206999998847;100.16499999999947;0.0;0.0;0.0;9792.342699999283;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.522000000171;5207.045800000031;6.78;0.0;
1.0;0.0;2477.848199999885;100.16499999999947;0.0;0.0;0.0;9792.472199999282;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.624000000171;5206.985600000031;6.78;0.0;
1.0;0.0;2477.875699999885;100.16499999999947;0.0;0.0;0.0;9792.60169999928;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.726000000171;5206.925400000031;6.78;0.0;
1.0;0.0;2477.903199999885;100.16499999999947;0.0;0.0;0.0;9792.73119999928;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.8280000001705;5206.865200000031;6.78;0.0;
1.0;0.0;2477.9306999998853;100.16499999999947;0.0;0.0;0.0;9792.860699999279;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7364.93000000017;5206.805000000031;6.78;0.0;
1.0;0.0;2477.9581999998854;100.16499999999947;0.0;0.0;0.0;9792.990199999278;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.03200000017;5206.744800000031;6.78;0.0;
1.0;0.0;2477.9856999998856;100.16499999999947;0.0;0.0;0.0;9793.119699999277;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.13400000017;5206.684600000031;6.78;0.0;
1.0;0.0;2478.0131999998857;100.16499999999947;0.0;0.0;0.0;9793.249199999276;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.23600000017;5206.6244000000315;6.78;0.0;
1.0;0.0;2478.040699999886;100.16499999999947;0.0;0.0;0.0;9793.378699999275;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.33800000017;5206.564200000032;6.78;0.0;
1.0;0.0;2478.068199999886;100.16499999999947;0.0;0.0;0.0;9793.508199999274;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.44000000017;5206.504000000032;6.78;0.0;
1.0;0.0;2478.095699999886;100.16499999999947;0.0;0.0;0.0;9793.637699999274;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.5420000001695;5206.443800000032;6.78;0.0;
1.0;0.0;2478.1231999998863;100.16499999999947;0.0;0.0;0.0;9793.767199999273;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.644000000169;5206.383600000032;6.78;0.0;
1.0;0.0;2478.1506999998865;100.16499999999947;0.0;0.0;0.0;9793.896699999272;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.746000000169;5206.323400000032;6.78;0.0;
1.0;0.0;2478.1781999998866;100.16499999999947;0.0;0.0;0.0;9794.02619999927;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.848000000169;5206.263200000032;6.78;0.0;
1.0;0.0;2478.2056999998867;100.16499999999947;0.0;0.0;0.0;9794.15569999927;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7365.950000000169;5206.203000000032;6.78;0.0;
1.0;0.0;2478.233199999887;100.16499999999947;0.0;0.0;0.0;9794.285199999269;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.052000000169;5206.142800000032;6.78;0.0;
1.0;0.0;2478.260699999887;100.16499999999947;0.0;0.0;0.0;9794.414699999268;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.154000000169;5206.0826000000325;6.78;0.0;
1.0;0.0;2478.288199999887;100.16499999999947;0.0;0.0;0.0;9794.544199999267;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.256000000169;5206.022400000033;6.78;0.0;
1.0;0.0;2478.3156999998873;100.16499999999947;0.0;0.0;0.0;9794.673699999266;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.358000000168;5205.962200000033;6.78;0.0;
1.0;0.0;2478.3431999998875;100.16499999999947;0.0;0.0;0.0;9794.803199999265;55.0;0.0;0.029851789999999757;1.41;4.036500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.460000000168;5205.902000000033;6.78;0.0;
1.0;0.0;2478.3706999998876;100.16499999999947;0.0;0.0;0.0;9794.932699999265;55.0;0.0;0.029851789999999757;1.41;4.016500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.562000000168;5205.841800000033;6.78;0.0;
1.0;0.0;2478.3981999998878;100.16499999999947;0.0;0.0;0.0;9795.062199999264;55.0;0.0;0.029851789999999757;1.41;3.996500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.664000000168;5205.781600000033;6.78;0.0;
1.0;0.0;2478.425699999888;100.16499999999947;0.0;0.0;0.0;9795.191699999263;55.0;0.0;0.029851789999999757;1.41;3.976500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.766000000168;5205.721400000033;6.78;0.0;
1.0;0.0;2478.453199999888;100.16499999999947;0.0;0.0;0.0;9795.321199999262;55.0;0.0;0.029851789999999757;1.41;3.956500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.868000000168;5205.661200000033;6.78;0.0;
1.0;0.0;2478.480699999888;100.16499999999947;0.0;0.0;0.0;9795.45069999926;55.0;0.0;0.029851789999999757;1.41;3.936500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7366.970000000168;5205.601000000033;6.78;0.0;
1.0;0.0;2478.5081999998883;100.16499999999947;0.0;0.0;0.0;9795.58019999926;55.0;0.0;0.029851789999999757;1.41;3.916500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.0720000001675;5205.540800000033;6.78;0.0;
1.0;0.0;2478.5356999998885;100.16499999999947;0.0;0.0;0.0;9795.70969999926;55.0;0.0;0.029851789999999757;1.41;3.896500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.174000000167;5205.4806000000335;6.78;0.0;
1.0;0.0;2478.5631999998886;100.16499999999947;0.0;0.0;0.0;9795.839199999258;55.0;0.0;0.029851789999999757;1.41;3.876500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.276000000167;5205.420400000034;6.78;0.0;
1.0;0.0;2478.590699999889;100.16499999999947;0.0;0.0;0.0;9795.968699999257;55.0;0.0;0.029851789999999757;1.41;3.856500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.378000000167;5205.360200000034;6.78;0.0;
1.0;0.0;2478.618199999889;100.16499999999947;0.0;0.0;0.0;9796.098199999256;55.0;0.0;0.029851789999999757;1.41;3.836500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.480000000167;5205.300000000034;6.78;0.0;
1.0;0.0;2478.645699999889;100.16499999999947;0.0;0.0;0.0;9796.227699999255;55.0;0.0;0.029851789999999757;1.41;3.816500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.582000000167;5205.239800000034;6.78;0.0;
1.0;0.0;2478.673199999889;100.16499999999947;0.0;0.0;0.0;9796.357199999255;55.0;0.0;0.029851789999999757;1.41;3.796500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.684000000167;5205.179600000034;6.78;0.0;
1.0;0.0;2478.7006999998894;100.16499999999947;0.0;0.0;0.0;9796.486699999254;55.0;0.0;0.029851789999999757;1.41;3.776500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.7860000001665;5205.119400000034;6.78;0.0;
1.0;0.0;2478.7281999998895;100.16499999999947;0.0;0.0;0.0;9796.616199999253;55.0;0.0;0.029851789999999757;1.41;3.756500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.888000000166;5205.059200000034;6.78;0.0;
1.0;0.0;2478.7556999998897;100.16499999999947;0.0;0.0;0.0;9796.745699999252;55.0;0.0;0.029851789999999757;1.41;3.736500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7367.990000000166;5204.999000000034;6.78;0.0;
1.0;0.0;2478.78319999989;100.16499999999947;0.0;0.0;0.0;9796.875199999251;55.0;0.0;0.029851789999999757;1.41;3.716500000000013;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7368.092000000166;5204.9388000000345;6.78;0.0;
1.0;0.0;2478.81069999989;100.16499999999947;0.0;0.0;0.0;9797.00469999925;55.0;0.0;0.029851789999999757;1.41;3.6965000000000128;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7368.194000000166;5204.878600000035;6.78;0.0;
1.0;0.0;2478.83819999989;100.16499999999947;0.0;0.0;0.0;9797.13419999925;55.0;0.0;0.029851789999999757;1.41;3.6765000000000128;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7368.296000000166;5204.818400000035;6.78;0.0;
1.0;0.0;2478.8656999998902;100.16499999999947;0.0;0.0;0.0;9797.263699999248;55.0;0.0;0.029851789999999757;1.41;3.6565000000000127;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7368.398000000166;5204.758200000035;6.78;0.0;
1.0;0.0;2478.8931999998904;100.16499999999947;0.0;0.0;0.0;9797.393199999247;55.0;0.0;0.029851789999999757;1.41;3.6365000000000127;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7368.5000000001655;5204.698000000035;6.78;0.0;
1.0;0.0;2478.9206999998905;100.16499999999947;0.0;0.0;0.0;9797.522699999246;55.0;0.0;0.029851789999999757;1.41;3.6165000000000127;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7368.602000000165;5204.637800000035;6.78;0.0;
1.0;0.0;2478.9481999998907;100.16499999999947;0.0;0.0;0.0;9797.652199999246;55.0;0.0;0.029851789999999757;1.41;3.5965000000000127;1.33;0.52;3.52;0.0;3050.0;90.0;0.0;135.0;35.0;210.0;0.0;0.0;0.0;1.0;0.3274;7368.704000000165;5204.577600000035;6.78;0.0;
