CPI_Target_Plan;CDR_SSDV_S0_Plan;Weight_S2_Plan;RangeObj_Plan;CDR_DTR_Plan;Non-Critical_Error_Target_Plan;CDR_SSDV_S1_Plan;CDR_SDD_Plan;Weight_Plan;FRR_SST_Plan;CDR_SL_Plan;Drag_Coef_Plan;BurnRate_Planned_S1;BurnRate_Planned_S0;Critical_Error_Target_Plan;BurnRate_Planned_S3;BurnRate_Planned_S2;CDR_SSDV_S3_Plan;Budget_Planned_Total;Budget_Planned_S1;CostVar_Plan;Budget_Planned_S0;Budget_Planned_S3;Budget_Planned_S2;CDR_VVSIL_Plan;SchedVar_Plan;CDR_ED_Plan;SPI_Target_Plan;PropulsionEff_Plan;Weight_S1_Plan;BurnRate_Planned_Total;CDR_SSDV_S2_Plan;
1.0;95.66100000000004;2473.469999999884;5200.0;100.0;100.16499999999947;95.66100000000004;85.0;9774.969999999348;55.0;90.0;2.654625000000169;1.41;1.33;4.036500000000013;0.52;3.52;97.04000000000133;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;88.33000000000193;1.0;1240.0;7351.500000000169;6.78;99.62599999999908;
1.0;95.77100000000004;2473.5647999998837;5200.0;100.0;100.16499999999947;95.77100000000004;85.0;9775.324799999347;55.0;90.0;2.654760000000169;1.41;1.33;4.036500000000013;0.52;3.52;97.16000000000133;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;88.42000000000193;1.0;1240.0;7351.760000000169;6.78;99.62699999999909;
1.0;95.88100000000004;2473.6595999998835;5200.0;100.0;100.16499999999947;95.88100000000004;85.0;9775.679599999346;55.0;90.0;2.6548950000001694;1.41;1.33;4.036500000000013;0.52;3.52;97.28000000000134;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;88.51000000000194;1.0;1240.0;7352.02000000017;6.78;99.62799999999909;
1.0;95.99100000000004;2473.7543999998834;5200.0;100.0;100.16499999999947;95.99100000000004;85.0;9776.034399999346;55.0;90.0;2.6550300000001696;1.41;1.33;4.036500000000013;0.52;3.52;97.40000000000134;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;88.60000000000194;1.0;1240.0;7352.28000000017;6.78;99.6289999999991;
1.0;96.10100000000004;2473.8491999998832;5200.0;100.0;100.16499999999947;96.10100000000004;85.0;9776.389199999345;55.0;90.0;2.65516500000017;1.41;1.33;4.036500000000013;0.52;3.52;97.52000000000135;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;88.69000000000194;1.0;1240.0;7352.54000000017;6.78;99.6299999999991;
1.0;96.21100000000004;2473.943999999883;5200.0;100.0;100.16499999999947;96.21100000000004;85.0;9776.743999999344;55.0;90.0;2.65530000000017;1.41;1.33;4.036500000000013;0.52;3.52;97.64000000000135;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;88.78000000000195;1.0;1240.0;7352.80000000017;6.78;99.6309999999991;
1.0;96.32100000000004;2474.038799999883;5200.0;100.0;100.16499999999947;96.32100000000004;85.0;9777.098799999343;55.0;90.0;2.6554350000001703;1.41;1.33;4.036500000000013;0.52;3.52;97.76000000000136;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;88.87000000000195;1.0;1240.0;7353.0600000001705;6.78;99.63199999999911;
1.0;96.43100000000004;2474.133599999883;5200.0;100.0;100.16499999999947;96.43100000000004;85.0;9777.453599999342;55.0;90.0;2.6555700000001705;1.41;1.33;4.036500000000013;0.52;3.52;97.88000000000136;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;88.96000000000195;1.0;1240.0;7353.320000000171;6.78;99.63299999999911;
1.0;96.54100000000004;2474.2283999998826;5200.0;100.0;100.16499999999947;96.54100000000004;85.0;9777.808399999341;55.0;90.0;2.6557050000001707;1.41;1.33;4.036500000000013;0.52;3.52;98.00000000000136;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.05000000000196;1.0;1240.0;7353.580000000171;6.78;99.63399999999912;
1.0;96.65100000000004;2474.3231999998825;5200.0;100.0;100.16499999999947;96.65100000000004;85.0;9778.16319999934;55.0;90.0;2.655840000000171;1.41;1.33;4.036500000000013;0.52;3.52;98.12000000000137;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.14000000000196;1.0;1240.0;7353.840000000171;6.78;99.63499999999912;
1.0;96.76100000000004;2474.4179999998823;5200.0;100.0;100.16499999999947;96.76100000000004;85.0;9778.51799999934;55.0;90.0;2.655975000000171;1.41;1.33;4.036500000000013;0.52;3.52;98.24000000000137;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.23000000000197;1.0;1240.0;7354.100000000171;6.78;99.63599999999913;
1.0;96.87100000000004;2474.512799999882;5200.0;100.0;100.16499999999947;96.87100000000004;85.0;9778.872799999339;55.0;90.0;2.6561100000001714;1.41;1.33;4.036500000000013;0.52;3.52;98.36000000000138;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.32000000000197;1.0;1240.0;7354.360000000172;6.78;99.63699999999913;
1.0;96.98100000000004;2474.607599999882;5200.0;100.0;100.16499999999947;96.98100000000004;85.0;9779.227599999338;55.0;90.0;2.6562450000001716;1.41;1.33;4.036500000000013;0.52;3.52;98.48000000000138;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.41000000000197;1.0;1240.0;7354.620000000172;6.78;99.63799999999914;
1.0;97.09100000000004;2474.702399999882;5200.0;100.0;100.16499999999947;97.09100000000004;85.0;9779.582399999337;55.0;90.0;2.656380000000172;1.41;1.33;4.036500000000013;0.52;3.52;98.60000000000139;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.50000000000198;1.0;1240.0;7354.880000000172;6.78;99.63899999999914;
1.0;97.20100000000004;2474.7971999998817;5200.0;100.0;100.16499999999947;97.20100000000004;100.0;9779.937199999336;55.0;90.0;2.656515000000172;1.41;1.33;4.036500000000013;0.52;3.52;98.72000000000139;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.59000000000198;1.0;1240.0;7355.140000000172;6.78;99.63999999999915;
1.0;97.31100000000004;2474.8919999998816;5200.0;100.0;100.16499999999947;97.31100000000004;100.0;9780.291999999336;55.0;90.0;2.6566500000001723;1.41;1.33;4.036500000000013;0.52;3.52;98.8400000000014;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.68000000000198;1.0;1240.0;7355.400000000172;6.78;99.64099999999915;
1.0;97.42100000000003;2474.9867999998814;5200.0;100.0;100.16499999999947;97.42100000000003;100.0;9780.646799999335;55.0;90.0;2.6567850000001725;1.41;1.33;4.036500000000013;0.52;3.52;98.9600000000014;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.77000000000199;1.0;1240.0;7355.660000000173;6.78;99.64199999999916;
1.0;97.53100000000003;2475.0815999998813;5200.0;100.0;100.16499999999947;97.53100000000003;100.0;9781.001599999334;55.0;90.0;2.6569200000001727;1.41;1.33;4.036500000000013;0.52;3.52;99.0800000000014;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.86000000000199;1.0;1240.0;7355.920000000173;6.78;99.64299999999916;
1.0;97.64100000000003;2475.176399999881;5200.0;100.0;100.16499999999947;97.64100000000003;100.0;9781.356399999333;55.0;90.0;2.657055000000173;1.41;1.33;4.036500000000013;0.52;3.52;99.20000000000141;200.0;40.0;0.0;40.0;15.0;100.0;95.0;0.0;89.95000000000199;1.0;1240.0;7356.180000000173;6.78;99.64399999999917;
1.0;97.75100000000003;2475.271199999881;5200.0;100.0;100.16499999999947;97.75100000000003;100.0;9781.711199999332;55.0;90.0;2.657190000000173;1.41;1.33;4.036500000000013;0.52;3.52;99.32000000000141;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.040000000002;1.0;1240.0;7356.440000000173;6.78;99.64499999999917;
1.0;97.86100000000003;2475.365999999881;5200.0;100.0;100.16499999999947;97.86100000000003;100.0;9782.065999999331;55.0;90.0;2.6573250000001734;1.41;1.33;4.036500000000013;0.52;3.52;99.44000000000142;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.130000000002;1.0;1240.0;7356.7000000001735;6.78;99.64599999999918;
1.0;97.97100000000003;2475.4607999998807;5200.0;100.0;100.16499999999947;97.97100000000003;100.0;9782.42079999933;55.0;90.0;2.6574600000001736;1.41;1.33;4.036500000000013;0.52;3.52;99.56000000000142;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.220000000002;1.0;1240.0;7356.960000000174;6.78;99.64699999999918;
1.0;98.08100000000003;2475.5555999998805;5200.0;100.0;100.16499999999947;98.08100000000003;100.0;9782.77559999933;55.0;90.0;2.657595000000174;1.41;1.33;4.036500000000013;0.52;3.52;99.68000000000143;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.310000000002;1.0;1240.0;7357.220000000174;6.78;99.64799999999919;
1.0;98.19100000000003;2475.6503999998804;5200.0;100.0;100.16499999999947;98.19100000000003;100.0;9783.130399999329;55.0;90.0;2.657730000000174;1.41;1.33;4.036500000000013;0.52;3.52;99.80000000000143;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.40000000000201;1.0;1240.0;7357.480000000174;6.78;99.64899999999919;
1.0;98.30100000000003;2475.7451999998802;5200.0;100.0;100.16499999999947;98.30100000000003;100.0;9783.485199999328;55.0;90.0;2.6578650000001742;1.41;1.33;4.036500000000013;0.52;3.52;99.92000000000144;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.49000000000201;1.0;1240.0;7357.740000000174;6.78;99.6499999999992;
1.0;98.41100000000003;2475.83999999988;5200.0;100.0;100.16499999999947;98.41100000000003;100.0;9783.839999999327;55.0;90.0;2.6580000000001744;1.41;1.33;4.036500000000013;0.52;3.52;100.04000000000144;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.58000000000202;1.0;1240.0;7358.000000000175;6.78;99.6509999999992;
1.0;98.52100000000003;2475.93479999988;5200.0;100.0;100.16499999999947;98.52100000000003;100.0;9784.194799999326;55.0;90.0;2.6581350000001747;1.41;1.33;4.036500000000013;0.52;3.52;100.16000000000145;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.67000000000202;1.0;1240.0;7358.260000000175;6.78;99.6519999999992;
1.0;98.63100000000003;2476.02959999988;5200.0;100.0;100.16499999999947;98.63100000000003;100.0;9784.549599999325;55.0;90.0;2.658270000000175;1.41;1.33;4.036500000000013;0.52;3.52;100.28000000000145;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.76000000000202;1.0;1240.0;7358.520000000175;6.78;99.65299999999921;
1.0;98.74100000000003;2476.1243999998796;5200.0;100.0;100.16499999999947;98.74100000000003;100.0;9784.904399999325;55.0;90.0;2.658405000000175;1.41;1.33;4.036500000000013;0.52;3.52;100.40000000000146;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.85000000000203;1.0;1240.0;7358.780000000175;6.78;99.65399999999921;
1.0;98.85100000000003;2476.2191999998795;5200.0;100.0;100.16499999999947;98.85100000000003;100.0;9785.259199999324;55.0;90.0;2.6585400000001753;1.41;1.33;4.036500000000013;0.52;3.52;100.52000000000146;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;90.94000000000203;1.0;1240.0;7359.0400000001755;6.78;99.65499999999922;
1.0;98.96100000000003;2476.3139999998793;5200.0;100.0;100.16499999999947;98.96100000000003;100.0;9785.613999999323;55.0;90.0;2.6586750000001755;1.41;1.33;4.036500000000013;0.52;3.52;100.64000000000146;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;91.03000000000203;1.0;1240.0;7359.300000000176;6.78;99.65599999999922;
1.0;99.07100000000003;2476.408799999879;5200.0;100.0;100.16499999999947;99.07100000000003;100.0;9785.968799999322;55.0;90.0;2.6588100000001758;1.41;1.33;4.036500000000013;0.52;3.52;100.76000000000147;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;91.12000000000204;1.0;1240.0;7359.560000000176;6.78;99.65699999999923;
1.0;99.18100000000003;2476.503599999879;5200.0;100.0;100.16499999999947;99.18100000000003;100.0;9786.323599999321;55.0;90.0;2.658945000000176;1.41;1.33;4.036500000000013;0.52;3.52;100.88000000000147;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;91.21000000000204;1.0;1240.0;7359.820000000176;6.78;99.65799999999923;
1.0;99.29100000000003;2476.598399999879;5200.0;100.0;100.16499999999947;99.29100000000003;100.0;9786.67839999932;55.0;90.0;2.659080000000176;1.41;1.33;4.036500000000013;0.52;3.52;101.00000000000148;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;91.30000000000204;1.0;1240.0;7360.080000000176;6.78;99.65899999999924;
1.0;99.40100000000002;2476.6931999998787;5200.0;100.0;100.16499999999947;99.40100000000002;100.0;9787.03319999932;55.0;90.0;2.6592150000001764;1.41;1.33;4.036500000000013;0.52;3.52;101.12000000000148;200.0;40.0;0.0;40.0;15.0;100.0;105.0;0.0;91.39000000000205;1.0;1240.0;7360.340000000177;6.78;99.65999999999924;
1.0;0.0;2476.720699999879;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7360.442000000176;0.0;0.0;
1.0;0.0;2476.748199999879;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7360.544000000176;0.0;0.0;
1.0;0.0;2476.775699999879;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7360.646000000176;0.0;0.0;
1.0;0.0;2476.8031999998793;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7360.748000000176;0.0;0.0;
1.0;0.0;2476.8306999998795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7360.850000000176;0.0;0.0;
1.0;0.0;2476.8581999998796;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7360.952000000176;0.0;0.0;
1.0;0.0;2476.8856999998798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.054000000176;0.0;0.0;
1.0;0.0;2476.91319999988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.1560000001755;0.0;0.0;
1.0;0.0;2476.94069999988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.258000000175;0.0;0.0;
1.0;0.0;2476.96819999988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.360000000175;0.0;0.0;
1.0;0.0;2476.9956999998803;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.462000000175;0.0;0.0;
1.0;0.0;2477.0231999998805;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.564000000175;0.0;0.0;
1.0;0.0;2477.0506999998806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.666000000175;0.0;0.0;
1.0;0.0;2477.078199999881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.768000000175;0.0;0.0;
1.0;0.0;2477.105699999881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.8700000001745;0.0;0.0;
1.0;0.0;2477.133199999881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7361.972000000174;0.0;0.0;
1.0;0.0;2477.160699999881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.074000000174;0.0;0.0;
1.0;0.0;2477.1881999998814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.176000000174;0.0;0.0;
1.0;0.0;2477.2156999998815;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.278000000174;0.0;0.0;
1.0;0.0;2477.2431999998817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.380000000174;0.0;0.0;
1.0;0.0;2477.270699999882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.482000000174;0.0;0.0;
1.0;0.0;2477.298199999882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.584000000174;0.0;0.0;
1.0;0.0;2477.325699999882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.686000000173;0.0;0.0;
1.0;0.0;2477.3531999998822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.788000000173;0.0;0.0;
1.0;0.0;2477.3806999998824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.890000000173;0.0;0.0;
1.0;0.0;2477.4081999998825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7362.992000000173;0.0;0.0;
1.0;0.0;2477.4356999998827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7363.094000000173;0.0;0.0;
1.0;0.0;2477.463199999883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7363.196000000173;0.0;0.0;
1.0;0.0;2477.490699999883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7363.298000000173;0.0;0.0;
1.0;0.0;2477.518199999883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7363.400000000172;0.0;0.0;
1.0;0.0;2477.5456999998833;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7363.502000000172;0.0;0.0;
1.0;0.0;2477.5731999998834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7363.604000000172;0.0;0.0;
1.0;0.0;2477.6006999998835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7363.706000000172;0.0;0.0;
1.0;0.0;2477.6281999998837;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7363.808000000172;0.0;0.0;
1.0;0.0;2477.655699999884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7363.910000000172;0.0;0.0;
1.0;0.0;2477.683199999884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.012000000172;0.0;0.0;
1.0;0.0;2477.710699999884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.1140000001715;0.0;0.0;
1.0;0.0;2477.7381999998843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.216000000171;0.0;0.0;
1.0;0.0;2477.7656999998844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.318000000171;0.0;0.0;
1.0;0.0;2477.7931999998846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.420000000171;0.0;0.0;
1.0;0.0;2477.8206999998847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.522000000171;0.0;0.0;
1.0;0.0;2477.848199999885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.624000000171;0.0;0.0;
1.0;0.0;2477.875699999885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.726000000171;0.0;0.0;
1.0;0.0;2477.903199999885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.8280000001705;0.0;0.0;
1.0;0.0;2477.9306999998853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7364.93000000017;0.0;0.0;
1.0;0.0;2477.9581999998854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7365.03200000017;0.0;0.0;
1.0;0.0;2477.9856999998856;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7365.13400000017;0.0;0.0;
1.0;0.0;2478.0131999998857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7365.23600000017;0.0;0.0;
1.0;0.0;2478.040699999886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7365.33800000017;0.0;0.0;
1.0;0.0;2478.068199999886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7365.44000000017;0.0;0.0;
1.0;0.0;2478.095699999886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7365.5420000001695;0.0;0.0;
1.0;0.0;2478.1231999998863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7365.644000000169;0.0;0.0;
1.0;0.0;2478.1506999998865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7365.746000000169;0.0;0.0;
1.0;0.0;2478.1781999998866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;135.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;7365.848000000169;0.0;0.0;
